time	wake_longitudinal
2.3880191423863356e-11	6479.591493909279
2.3913209231960003e-11	6494.8113233379145
2.3946272691937415e-11	6510.052196375392
2.3979381866915896e-11	6525.314142117526
2.4012536820103035e-11	6540.597189700385
2.4045737614793798e-11	6555.9013683002995
2.407898431437068e-11	6571.226707133938
2.4112276982303803e-11	6586.428031383176
2.4145615682151046e-11	6601.644081053722
2.417900047755817e-11	6616.881169107054
2.4212431432258933e-11	6632.028820148622
2.424590861007522e-11	6646.754171512639
2.427943207491714e-11	6661.49988279826
2.4313001890783197e-11	6676.26598215603
2.434661812176035e-11	6691.052497775386
2.4380280832024195e-11	6705.859457884762
2.4413990085839042e-11	6720.686890751606
2.4447745947558065e-11	6735.534824682463
2.448154848162341e-11	6750.403288023009
2.4515397752566422e-11	6765.292309158145
2.454929382500738e-11	6780.201916511915
2.45832367636562e-11	6795.039647245507
2.4617226633312175e-11	6809.831704294598
2.465126349886419e-11	6824.644213495531
2.4685347425290844e-11	6839.181798935593
2.4719478477660584e-11	6853.461862164391
2.4753656721131824e-11	6867.761669639752
2.4787882220953065e-11	6882.081248660931
2.4822155042463024e-11	6896.4206265649555
2.485647525109076e-11	6910.779830726623
2.4890842912355797e-11	6925.1588885586
2.4925258091868247e-11	6939.557827511443
2.4959720855328942e-11	6953.976675073671
2.499423126852955e-11	6968.41545877182
2.5028789397352707e-11	6982.87420617045
2.506339530777214e-11	6997.272207131622
2.5098049065852802e-11	7011.605205832542
2.513275073775098e-11	7025.907491514946
2.5167500389714436e-11	7039.689662341385
2.5202298088082527e-11	7053.49088900635
2.5237143899286338e-11	7067.311197857269
2.52720378898488e-11	7081.1506152780275
2.5306980126384828e-11	7095.009167688974
2.5341970675601432e-11	7108.8868815469905
2.5377009604297862e-11	7122.783783345538
2.541209697936573e-11	7136.699899614711
2.5447232867789117e-11	7150.635256921295
2.5482417336644746e-11	7164.589881868794
2.5517650453102065e-11	7178.563801097495
2.5552932284423395e-11	7192.443156195764
2.5588262897964064e-11	7206.283357044476
