Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
2.139588871343421664e-06	2.854075979891598225e+06	7.038803162384445779e+06
2.209756114795903333e-06	2.851291063715988304e+06	7.033242692021434195e+06
2.282224474186896537e-06	2.848414816960982513e+06	7.027499867523524910e+06
2.357069413996727979e-06	2.845444244464714080e+06	7.021568708635747433e+06
2.434368873543112862e-06	2.842376252839784138e+06	7.015443038982277736e+06
2.514203348142796913e-06	2.839213685002768878e+06	7.009123555045801215e+06
2.596655972934872394e-06	2.836156032477021683e+06	7.002841311936588958e+06
2.681812609453013329e-06	2.832998105056391098e+06	6.996353044348759577e+06
2.769761935036891063e-06	2.829736614252582192e+06	6.989651995764768682e+06
2.860595535175745131e-06	2.826368163732205052e+06	6.982731188088890165e+06
2.954407998880380251e-06	2.822889245780030731e+06	6.975583414380618371e+06
3.051297017182871440e-06	2.819296237646246795e+06	6.968201231349767186e+06
3.151363484866476280e-06	2.815585397773932666e+06	6.960576951605441980e+06
3.254711605531848180e-06	2.811995821756442543e+06	6.953014786222812720e+06
3.361449000108768764e-06	2.808318154939327389e+06	6.945242687682916410e+06
3.471686818926559579e-06	2.804519880024857819e+06	6.937215705254956149e+06
3.585539857459816780e-06	2.800597041702813469e+06	6.928925480090154335e+06
3.703126675869923221e-06	2.796545554949637037e+06	6.920363379213524051e+06
3.824569722466998750e-06	2.792361200774516445e+06	6.911520486533981748e+06
3.949995461220647668e-06	2.788039621825968381e+06	6.902387593559625559e+06
4.079534503452449404e-06	2.783835570127652027e+06	6.893319059026664123e+06
4.213321743847289341e-06	2.779578154746972490e+06	6.884071732822426595e+06
4.351496500925044872e-06	2.775181118570216466e+06	6.874521143034355715e+06
4.494202662119142613e-06	2.770639882770805620e+06	6.864657344214515761e+06
4.641588833612781958e-06	2.765949718360772356e+06	6.854470064756675623e+06
4.793808495089106764e-06	2.761105741266256198e+06	6.843948696200034581e+06
4.951020159556351225e-06	2.756102907241503708e+06	6.833082282182156108e+06
