Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
4.126820845702951630e-07	1.353781926653203182e+07	3.848768162311312556e+07
4.262158829015325345e-07	1.349294520248147845e+07	3.836268909924247861e+07
4.401935185208874400e-07	1.344659950553027168e+07	3.823359747905961424e+07
4.546295469532399562e-07	1.339873391387195699e+07	3.810027233379986882e+07
4.695390010680058238e-07	1.334929858296706527e+07	3.796257482614327967e+07
4.849374067335232931e-07	1.329824203363782354e+07	3.782036156563718617e+07
5.008407989848212921e-07	1.324551109846062027e+07	3.767348445937746763e+07
5.172657387216018967e-07	1.319737198808421940e+07	3.753739593479993939e+07
5.342293299538352136e-07	1.314779483291739225e+07	3.739719169125119597e+07
5.517492376129122323e-07	1.309659180823756568e+07	3.725238948712137341e+07
5.698437059469141914e-07	1.304370959408992156e+07	3.710283853352583200e+07
5.885315775191450570e-07	1.298909312190602720e+07	3.694838309649890661e+07
6.078323128297229089e-07	1.293268551715850458e+07	3.678886233482126892e+07
6.277660105806500796e-07	1.287442804013509303e+07	3.662411013252889365e+07
6.483534286054720147e-07	1.282070040582978912e+07	3.647060774878696352e+07
6.696160054853222944e-07	1.276643103094192035e+07	3.631522646393291652e+07
6.915758828738524922e-07	1.271038190645319968e+07	3.615474949149686098e+07
7.142559285543126448e-07	1.265249466595257632e+07	3.598900971977061033e+07
7.376797602527731619e-07	1.259270902891820855e+07	3.581783455666228384e+07
7.618717702322991504e-07	1.253096273794469424e+07	3.564104574996864051e+07
7.868571506936852863e-07	1.246719149391171336e+07	3.545845920175319910e+07
8.126619200091945450e-07	1.240765287966073863e+07	3.528688768487580866e+07
8.393129498166364485e-07	1.234882328993858397e+07	3.511684553870005161e+07
8.668379930019773693e-07	1.228806439959258772e+07	3.494122690592553467e+07
8.952657125996391396e-07	1.222531293772600219e+07	3.475984890716920048e+07
9.246257116405743783e-07	1.216050355848997831e+07	3.457252266556765139e+07
9.549485639791965964e-07	1.209356877303607762e+07	3.437905311009140313e+07
9.862658461312820294e-07	1.202443887923716381e+07	3.417923877240882814e+07
1.018610170155975315e-06	1.195895575717494823e+07	3.398928683680691570e+07
1.052015217616159169e-06	1.189583264899041690e+07	3.380561709239229560e+07
1.086515774652537176e-06	1.183063943539508805e+07	3.361592394794798642e+07
1.122147768207980340e-06	1.176330822783696279e+07	3.342000986768474802e+07
1.158948303439811928e-06	1.169376891137718968e+07	3.321767083768012747e+07
1.196955702359042833e-06	1.162194907167629339e+07	3.300869615342977643e+07
1.236209543736769070e-06	1.154777391958593950e+07	3.279286820043158159e+07
1.276750704319264407e-06	1.147632266979060136e+07	3.258463664130834863e+07
1.318621401394748678e-06	1.140931488472581282e+07	3.238888996790523082e+07
1.361865236756082925e-06	1.134010959731334262e+07	3.218672383482383192e+07
1.406527242105236574e-06	1.126863474105280824e+07	3.197792771760494635e+07
1.452653925946781372e-06	1.119481588604225963e+07	3.176228418769614398e+07
1.500293322019216825e-06	1.111857616147108376e+07	3.153956868603393435e+07
1.549495039314631713e-06	1.103983617557101510e+07	3.130954928920050338e+07
1.600310313738701654e-06	1.096252320110645145e+07	3.108360784553233534e+07
1.652792061464893799e-06	1.089218204947652481e+07	3.087781478557201102e+07
1.706994934038407828e-06	1.081953407863601670e+07	3.066527279737948626e+07
1.762975375287203917e-06	1.074450363706734404e+07	3.044576055166269094e+07
1.820791680099462520e-06	1.066701259228166379e+07	3.021904946069467068e+07
1.880504055128583443e-06	1.058698024945611507e+07	2.998490344027529657e+07
1.942174681489024486e-06	1.050432326740276068e+07	2.974307866388639435e+07
2.005867779508234000e-06	1.042140211201211810e+07	2.950050366028947011e+07
2.071649675602067297e-06	1.034840981092587486e+07	2.928709477172835544e+07
2.139588871343421664e-06	1.027302374689335562e+07	2.906668719587774202e+07
2.209756114795903333e-06	1.019516541710046679e+07	2.883905141266420111e+07
2.282224474186896537e-06	1.011475374425436743e+07	2.860395037496502697e+07
2.357069413996727979e-06	1.003170499215411954e+07	2.836113926176062226e+07
2.434368873543112862e-06	9.945932678492542356e+06	2.811036522319174185e+07
2.514203348142796913e-06	9.857815098953980953e+06	2.785274931798620149e+07
2.596655972934872394e-06	9.782965855143005028e+06	2.763444608972438425e+07
2.681812609453013329e-06	9.705661950446918607e+06	2.740898366561469063e+07
2.769761935036891063e-06	9.625822884920030832e+06	2.717612726174851134e+07
2.860595535175745131e-06	9.543365518642527983e+06	2.693563439454192668e+07
2.954407998880380251e-06	9.458203985143218189e+06	2.668725462822689861e+07
3.051297017182871440e-06	9.370249601982986555e+06	2.643072931406145915e+07
3.151363484866476280e-06	9.279410778405923396e+06	2.616579132098755985e+07
3.254711605531848180e-06	9.201680178375661373e+06	2.593984094932224229e+07
3.361449000108768764e-06	9.123362227538961917e+06	2.571229459542417899e+07
3.471686818926559579e-06	9.042475860500136390e+06	2.547728591985090449e+07
3.585539857459816780e-06	8.958936846738368273e+06	2.523457019776356220e+07
3.703126675869923221e-06	8.872658193415516987e+06	2.498389467863786221e+07
3.824569722466998750e-06	8.783550054786605760e+06	2.472499832306377962e+07
3.949995461220647668e-06	8.691519638639563695e+06	2.445761153091385216e+07
4.079534503452449404e-06	8.611029403122585267e+06	2.422455589470700920e+07
4.213321743847289341e-06	8.532645000352445990e+06	2.399790634718073905e+07
4.351496500925044872e-06	8.451690002106836066e+06	2.376382388850380480e+07
4.494202662119142613e-06	8.368080106396256015e+06	2.352206475834761560e+07
4.641588833612781958e-06	8.281728246570077725e+06	2.327237720232899860e+07
4.793808495089106764e-06	8.192544500650201924e+06	2.301450120984726772e+07
4.951020159556351225e-06	8.100435997691350058e+06	2.274816824332374707e+07
5.113387538414320594e-06	8.017864762832998298e+06	2.251013679939400032e+07
5.281079711934330620e-06	7.940360217535693198e+06	2.228722797667156905e+07
5.454271305329836335e-06	7.860313931452863850e+06	2.205700891886558756e+07
5.633142670601352205e-06	7.777642548876845278e+06	2.181923988877624273e+07
5.817880074344935696e-06	7.692259980471870862e+06	2.157367328708647192e+07
6.008675891719681185e-06	7.604077313625509851e+06	2.132005339452604949e+07
6.205728806776500758e-06	7.513002719860018231e+06	2.105811610557978600e+07
6.409244019356456972e-06	7.429098734509148635e+06	2.081737217623199522e+07
6.619433458774388568e-06	7.353372949823657051e+06	2.060078157329774648e+07
6.836516004510238809e-06	7.275163758330048993e+06	2.037708793960409611e+07
7.060717714137765353e-06	7.194389717367813922e+06	2.014605833316149935e+07
7.292272058728313350e-06	7.110966713386205956e+06	1.990745217271026224e+07
7.531420165974376510e-06	7.024807874353148974e+06	1.966102098719281331e+07
7.778411071286482598e-06	6.935823479291560128e+06	1.940650815700986609e+07
8.033501977124735881e-06	6.851378901724881493e+06	1.916536577750888094e+07
8.296958520834915102e-06	6.778241092557101510e+06	1.895730354849404097e+07
8.569055051268345481e-06	6.702704748544530012e+06	1.874241797445620969e+07
8.850074914473438512e-06	6.624691210379922763e+06	1.852048528562454134e+07
9.140310748756224233e-06	6.544119239145164378e+06	1.829127437375860661e+07
9.440064789417603028e-06	6.460904931713575497e+06	1.805454655148511380e+07
9.749649183484097127e-06	6.374961633377945051e+06	1.781005530374239758e+07
1.006938631476026946e-05	6.290782193159250543e+06	1.757079052269455045e+07
1.039960913954120295e-05	6.220917752714901231e+06	1.737303336054179445e+07
1.074066153333432437e-05	6.148762126675515436e+06	1.716879080527119339e+07
1.109289864895222712e-05	6.074240176223720424e+06	1.695785017015404254e+07
1.145668728634872662e-05	5.997274298384780064e+06	1.673999179345740937e+07
1.183240627458378028e-05	5.917784345215210691e+06	1.651498880970072560e+07
1.222044686631488820e-05	5.835687540341190994e+06	1.628260691341076046e+07
1.262121314522546164e-05	5.752559821284037083e+06	1.604737091345073096e+07
1.303512244681508904e-05	5.686507597804857418e+06	1.586123324230834283e+07
1.346260579298911035e-05	5.618289209364027716e+06	1.566899123614082299e+07
1.390410834090069648e-05	5.547833617162342183e+06	1.547044470491749048e+07
1.436008984651260800e-05	5.475067452702206559e+06	1.526538689342923649e+07
1.483102514336102853e-05	5.399914941385835409e+06	1.505360426598535478e+07
1.531740463702079875e-05	5.322297823607803322e+06	1.483487628404934146e+07
1.581973481578601704e-05	5.242135273259919137e+06	1.460897517658256553e+07
1.633853877809860416e-05	5.179099636943317950e+06	1.443195801009756327e+07
1.687435677727375848e-05	5.115213513177385554e+06	1.425260262262435816e+07
1.742774678408917511e-05	5.049232261109212413e+06	1.406736532330075838e+07
1.799928506782476860e-05	4.981087171567781828e+06	1.387605321640443988e+07
1.858956679635688644e-05	4.910707282083246857e+06	1.367846708024960756e+07
1.919920665593282809e-05	4.838019302990586497e+06	1.347440115972868726e+07
1.982883949127071257e-05	4.762947541109847836e+06	1.326364295205047913e+07
2.047912096665083489e-05	4.701687470944102854e+06	1.309206038933093660e+07
2.115072824868794552e-05	4.642369925259979442e+06	1.292604166494738124e+07
2.184436071149428344e-05	4.581107076567055658e+06	1.275457840100414120e+07
2.256074066496859061e-05	4.517835129174659960e+06	1.257749204528594390e+07
