Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
2.095662399480432992e-07	1.183692674603335373e+07	2.889675539441603422e+07
2.164389086064020114e-07	1.183672418908169679e+07	2.889648454768176004e+07
2.235369645909794139e-07	1.183651498932911269e+07	2.889620481860144809e+07
2.308677994187169850e-07	1.183629892892672680e+07	2.889591591588093340e+07
2.384390470093720426e-07	1.183607578288136423e+07	2.889561753867315501e+07
2.462585916350547006e-07	1.183584531882126629e+07	2.889530937626483291e+07
2.543345761304648365e-07	1.183560830648694001e+07	2.889499125972784311e+07
2.626754103723835758e-07	1.183536515566154197e+07	2.889466295661753416e+07
2.712897800372467241e-07	1.183511403077000938e+07	2.889432388689473644e+07
2.801866556459195443e-07	1.183485467030498013e+07	2.889397369747127593e+07
2.893753019050950594e-07	1.183458680418303236e+07	2.889361202367955446e+07
2.988652873550382326e-07	1.183431015346342325e+07	2.889323848889278620e+07
3.086664943337274455e-07	1.183402443005762994e+07	2.889285270413282886e+07
3.187891292677645596e-07	1.183373023524602503e+07	2.889245441689511016e+07
3.292437333007768907e-07	1.183342913276191242e+07	2.889204352291585505e+07
3.400411932703706463e-07	1.183311815570255555e+07	2.889161915377870575e+07
3.511927530450727317e-07	1.183279698023390211e+07	2.889118086756946892e+07
3.627100252330649086e-07	1.183246527190185711e+07	2.889072820788149163e+07
3.746050032748993774e-07	1.183212268528398685e+07	2.889026070334040374e+07
3.868900739327976195e-07	1.183176886362982355e+07	2.888977786711321399e+07
3.995780301895269929e-07	1.183140400256738439e+07	2.888927930113051087e+07
4.126820845702951630e-07	1.183103161884360760e+07	2.888876520969017223e+07
4.262158829015325345e-07	1.183064702289543673e+07	2.888823425875886530e+07
4.401935185208874400e-07	1.183024981422625110e+07	2.888768589543410018e+07
4.546295469532399562e-07	1.182983957920524292e+07	2.888711954868111014e+07
4.695390010680058238e-07	1.182941589063669741e+07	2.888653462873817980e+07
4.849374067335232931e-07	1.182897830731512979e+07	2.888593052650252730e+07
5.008407989848212921e-07	1.182852637356583774e+07	2.888530661289600655e+07
5.172657387216018967e-07	1.182806631709634699e+07	2.888466356696477905e+07
5.342293299538352136e-07	1.182759132225666195e+07	2.888399946208351478e+07
5.517492376129122323e-07	1.182710075008854270e+07	2.888331357806070149e+07
5.698437059469141914e-07	1.182659408973768540e+07	2.888260520065522939e+07
5.885315775191450570e-07	1.182607081359644793e+07	2.888187359220265225e+07
6.078323128297229089e-07	1.182553037675443850e+07	2.888111799084700271e+07
6.277660105806500796e-07	1.182497221643107571e+07	2.888033760974745452e+07
6.483534286054720147e-07	1.182440363598961197e+07	2.887953349304531887e+07
6.696160054853222944e-07	1.182381790298031457e+07	2.887870335735214502e+07
6.915758828738524922e-07	1.182321296101400256e+07	2.887784599758145586e+07
7.142559285543126448e-07	1.182258818013807945e+07	2.887696052092693001e+07
7.376797602527731619e-07	1.182194290974082239e+07	2.887604600530289859e+07
7.618717702322991504e-07	1.182127647787387110e+07	2.887510149838414043e+07
7.868571506936852863e-07	1.182058819055250101e+07	2.887412601661418378e+07
8.126619200091945450e-07	1.181988633422244899e+07	2.887312083670386672e+07
8.393129498166364485e-07	1.181916524987383932e+07	2.887208365704172850e+07
8.668379930019773693e-07	1.181842051775732636e+07	2.887101246335062385e+07
8.952657125996391396e-07	1.181765136235070229e+07	2.886990614014958218e+07
9.246257116405743783e-07	1.181685698269871250e+07	2.886876353537575155e+07
9.549485639791965964e-07	1.181603655157899298e+07	2.886758345918466896e+07
9.862658461312820294e-07	1.181518921464064717e+07	2.886636468271125853e+07
1.018610170155975315e-06	1.181432396784335189e+07	2.886510870718145743e+07
1.052015217616159169e-06	1.181343787471315078e+07	2.886381365384676680e+07
1.086515774652537176e-06	1.181252272239628993e+07	2.886247612958514318e+07
1.122147768207980340e-06	1.181157755790453218e+07	2.886109474157392234e+07
1.158948303439811928e-06	1.181060139699664712e+07	2.885966805131319538e+07
1.196955702359042833e-06	1.180959322315347940e+07	2.885819457312783971e+07
1.236209543736769070e-06	1.180855198651939817e+07	2.885667277262040600e+07
1.276750704319264407e-06	1.180748679531419836e+07	2.885510422970966250e+07
1.318621401394748678e-06	1.180640008635232598e+07	2.885348841200251132e+07
1.361865236756082925e-06	1.180527773906137608e+07	2.885181960398682207e+07
1.406527242105236574e-06	1.180411858469189890e+07	2.885009606785963476e+07
1.452653925946781372e-06	1.180292141616562381e+07	2.884831600882720575e+07
1.500293322019216825e-06	1.180168498681846634e+07	2.884647757323600352e+07
1.549495039314631713e-06	1.180040800910233147e+07	2.884457884664244205e+07
1.600310313738701654e-06	1.179909862238126062e+07	2.884262114080038294e+07
1.652792061464893799e-06	1.179776874908256158e+07	2.884060703176593035e+07
1.706994934038407828e-06	1.179639526294554770e+07	2.883852687056563795e+07
1.762975375287203917e-06	1.179497673369887471e+07	2.883637849103643000e+07
